source,window_s,prefix_bin,roots,resampling_units,family,info,status,crps,zero_brier,median_abs_error,interval_score90,width90,coverage50,coverage80,coverage90,coverage95,msle_saved_median
weibo,3600,0,334,316,ngboost,I0,available,79.6255465277499,5.442742613584825e-05,86.28443113772455,1364.3832335329341,86.0,0.6287425149700598,0.7994011976047904,0.844311377245509,0.8832335329341318,1.5772172683293217
weibo,3600,0,334,316,ngboost,I1,available,79.33286087369255,0.000117913171156082,86.28443113772455,1343.6646706586826,96.0,0.6347305389221557,0.811377245508982,0.8532934131736527,0.9041916167664671,1.5772172683293217
weibo,3600,0,334,316,nb2_glm,I0,available,78.59911824004631,0.009641639212780944,85.97305389221557,1249.5209580838323,250.0,0.844311377245509,0.9221556886227545,0.9520958083832335,0.9700598802395209,1.2119404536423648
weibo,3600,0,334,316,nb2_glm,I1,available,78.55966868832681,0.006871632224846409,86.19461077844312,1249.0179640718563,238.0,0.844311377245509,0.9221556886227545,0.9520958083832335,0.9580838323353293,1.2006224085918416
weibo,3600,0,334,316,poisson_glm,I0,available,93.64423836654908,0.00020027705397276027,95.04491017964072,1827.8982035928143,7.0,0.0,0.0,0.0,0.0658682634730539,4.581337797867116
weibo,3600,0,334,316,poisson_glm,I1,available,84.38798804724135,5.126939481748042e-15,86.28443113772455,1631.7425149700598,13.0,0.18562874251497005,0.3562874251497006,0.4491017964071856,0.5419161676646707,1.5772172683293217
weibo,3600,0,334,316,empirical_window,I0,available,77.3333771608465,0.0011334444444444415,86.28443113772455,1254.9760479041915,303.0,0.7245508982035929,0.907185628742515,0.9580838323353293,0.9820359281437125,1.5772172683293217
weibo,3600,0,334,316,conditional_empirical,I0,available,77.57623473053889,0.0,85.68562874251496,1305.5269461077844,109.0,0.47305389221556887,0.8053892215568862,0.8832335329341318,0.9700598802395209,1.2964766538285055
weibo,3600,1-2,386,362,hurdle,I0,available,30.717119646955165,0.00010046190490039454,34.10362694300518,427.4818652849741,299.6062176165803,0.8575129533678757,0.9818652849740933,0.9948186528497409,0.9948186528497409,1.1143165218098643
weibo,3600,1-2,386,362,hurdle,I1,available,28.224036809528652,0.0014924400943351487,31.748704663212436,380.9145077720207,234.64507772020724,0.8601036269430051,0.966321243523316,0.9870466321243523,0.9922279792746114,0.9918839381304627
weibo,3600,1-2,386,362,qrf,I0,available,21.999900633386975,0.0,25.202072538860104,305.19170984455957,101.04663212435233,0.582901554404145,0.8937823834196891,0.9533678756476683,0.9896373056994818,0.8305816615290053
weibo,3600,1-2,386,362,qrf,I1,available,22.32064648468331,7.46361430763233e-05,25.386873920552677,320.16666666666663,111.08203799654576,0.6079447322970639,0.8920552677029362,0.9481865284974094,0.9766839378238342,0.8721064297651184
weibo,3600,1-2,386,362,ngboost,I0,available,22.16544023693494,5.442742613584827e-05,25.518134715025905,314.1865284974093,86.0,0.727979274611399,0.9067357512953368,0.9248704663212435,0.9585492227979274,0.7196746915443288
weibo,3600,1-2,386,362,ngboost,I1,available,22.542011660661235,9.100388258746517e-05,26.121761658031087,313.0518134715026,99.6321243523316,0.7357512953367875,0.9093264248704663,0.9481865284974094,0.9637305699481865,0.7472954170170012
weibo,3600,1-2,386,362,nb2_glm,I0,available,30.678018021457504,0.008069620713884186,33.73575129533679,429.8031088082902,302.08290155440415,0.9430051813471503,0.9818652849740933,0.9948186528497409,0.9948186528497409,1.0920279142485398
weibo,3600,1-2,386,362,nb2_glm,I1,available,28.34679081364446,0.0071259826211718886,31.696891191709845,385.3419689119171,240.05699481865284,0.8911917098445595,0.9715025906735751,0.9870466321243523,0.9922279792746114,0.9843594463697019
weibo,3600,1-2,386,362,poisson_glm,I0,available,25.192257475008557,7.199768975249785e-08,26.305699481865286,462.11917098445593,10.046632124352332,0.27461139896373055,0.5362694300518135,0.582901554404145,0.6010362694300518,1.0888019241839133
weibo,3600,1-2,386,362,poisson_glm,I1,available,25.318064836870107,8.4475984155303e-07,26.89119170984456,456.9222797927461,11.896373056994818,0.24093264248704663,0.4326424870466321,0.5077720207253886,0.5569948186528497,0.9821504644868779
weibo,3600,1-2,386,362,empirical_window,I0,available,24.332073803829942,0.0011334444444444417,25.518134715025905,430.35751295336786,303.0,0.7797927461139896,0.966321243523316,0.9948186528497409,0.9974093264248705,0.7196746915443288
weibo,3600,1-2,386,362,conditional_empirical,I0,available,23.179083937823826,0.0,25.761658031088082,374.2953367875648,27.093264248704664,0.43523316062176165,0.7849740932642487,0.8134715025906736,0.8730569948186528,0.982341127347968
weibo,3600,3-9,1547,1312,hurdle,I0,available,41.21548768950273,0.0027767936401893426,46.13703943115708,592.5565610859728,368.80736910148676,0.4796380090497738,0.9728506787330317,0.9922430510665805,0.9941822882999354,2.6346595655677056
weibo,3600,3-9,1547,1312,hurdle,I1,available,37.054365787719846,0.002850102475423613,42.44667097608274,522.6761473820297,287.14932126696834,0.464770523594053,0.9722042663219134,0.989010989010989,0.9922430510665805,2.3302042372965364
weibo,3600,3-9,1547,1312,qrf,I0,available,23.795726779171734,0.002662399836917081,26.144580909286795,393.6115061409179,59.28700711053652,0.5429864253393665,0.8530489118724411,0.9388062917474683,0.967032967032967,0.9470311560013934
weibo,3600,3-9,1547,1312,qrf,I1,available,23.791475895253015,0.003056621915802505,26.264813617754793,390.6046110751993,71.27687998276234,0.5210084033613446,0.8420599008834302,0.9321266968325792,0.969403145873734,0.9050308198635411
weibo,3600,3-9,1547,1312,ngboost,I0,available,25.49220138559209,0.0026543054880195063,28.593406593406595,399.3529411764706,100.95604395604396,0.48093083387201035,0.903038138332256,0.9612152553329024,0.9767291531997414,1.0879563941024775
weibo,3600,3-9,1547,1312,ngboost,I1,available,26.334813631867608,0.0027052951400279904,29.64835164835165,408.4421460892049,124.29217840982547,0.4608920491273432,0.881060116354234,0.9573367808661927,0.9747899159663865,1.180241436104634
weibo,3600,3-9,1547,1312,nb2_glm,I0,available,41.28795713081588,0.008832748874504769,46.02650290885585,594.8946347769877,371.3781512605042,0.5158371040723982,0.9870717517776342,0.9948287007110537,0.9967679379444085,2.6263159765725264
weibo,3600,3-9,1547,1312,nb2_glm,I1,available,36.89327125144276,0.007900191995186122,41.985132514544276,525.4583063994829,290.5132514544279,0.5313510019392372,0.9851325145442793,0.9909502262443439,0.9941822882999354,2.300863064623457
weibo,3600,3-9,1547,1312,poisson_glm,I0,available,30.753759786341597,0.0025856496445104474,33.166127989657404,539.7440206851971,15.425985778926956,0.06399482870071105,0.12281835811247575,0.16548157724628312,0.20749838396897222,1.5721509913548655
weibo,3600,3-9,1547,1312,poisson_glm,I1,available,29.706700471246542,0.0025856500205153486,31.97672915319974,521.065934065934,15.093083387201034,0.08338720103425985,0.16418875242404654,0.21396250808015513,0.2559793148028442,1.4393534104729626
weibo,3600,3-9,1547,1312,empirical_window,I0,available,28.344317895408388,0.003544993679523088,28.593406593406595,535.4628312863607,303.0,0.4680025856496445,0.8778280542986425,0.9741435035552682,0.9974143503555268,1.0879563941024775
weibo,3600,3-9,1547,1312,conditional_empirical,I0,available,24.18617401422107,0.002833872010342598,26.24628312863607,415.3632837750485,29.817065287653524,0.5074337427278603,0.762120232708468,0.8733031674208145,0.918552036199095,0.9525094618463386
weibo,3600,10-49,1814,1341,hurdle,I0,available,39.687431736034384,0.048655366007047895,42.06890848952591,517.7739801543551,470.276736493936,0.7221609702315325,0.918412348401323,0.9426681367144433,0.9790518191841234,2.316390638313522
weibo,3600,10-49,1814,1341,hurdle,I1,available,35.35445841826976,0.03545973615434224,39.19018743109151,439.470782800441,376.2403528114664,0.7149944873208379,0.9399117971334069,0.9680264608599779,0.9773980154355016,1.954964598504294
weibo,3600,10-49,1814,1341,qrf,I0,available,25.450276921061434,0.04838612808353231,30.786475560455717,321.2045203969129,146.6657478868063,0.5060639470782801,0.7899669239250275,0.9081220139654539,0.958103638368247,1.3531645406689785
weibo,3600,10-49,1814,1341,qrf,I1,available,24.44514719270934,0.03701134019542841,29.923373759647188,308.63671444321943,159.71719955898567,0.5514516721793459,0.8219404630650496,0.9160235207644248,0.9590224182285925,1.1313745395067005
weibo,3600,10-49,1814,1341,ngboost,I0,available,27.29273776154544,0.04931237500711183,31.82194046306505,361.77839029768467,270.27894156560086,0.6576626240352812,0.8654906284454245,0.9195148842337376,0.9448732083792724,1.4870886364936353
weibo,3600,10-49,1814,1341,ngboost,I1,available,26.628077448869558,0.047898757934219154,31.374862183020948,342.7205071664829,236.25964718853362,0.6339581036383682,0.8522601984564498,0.9178610804851157,0.9454244762954797,1.4079126982840426
weibo,3600,10-49,1814,1341,nb2_glm,I0,available,40.203564580747084,0.04858869528459514,43.06504961411246,520.3015435501654,474.2265711135612,0.7105843439911798,0.9349503858875413,0.9928335170893055,0.9955898566703418,2.368577390439825
weibo,3600,10-49,1814,1341,nb2_glm,I1,available,36.25877571999054,0.04858624325620263,40.4928335170893,444.0154355016538,382.38368246968025,0.7017640573318633,0.9239250275633958,0.9823594266813671,0.9933847850055126,2.2321162400466905
weibo,3600,10-49,1814,1341,poisson_glm,I0,available,47.89755117071825,0.050716648291069456,52.14608599779493,820.7960308710033,26.47409040793826,0.03307607497243661,0.05733186328555678,0.07552370452039692,0.09592061742006615,2.593972814036582
weibo,3600,10-49,1814,1341,poisson_glm,I1,available,41.724646353535306,0.050716648291065605,45.54851157662624,710.4288864388093,24.46416758544653,0.05237045203969129,0.09151047409040794,0.1207276736493936,0.14498346196251377,2.3697122142614786
weibo,3600,10-49,1814,1341,empirical_window,I0,available,28.115303978655188,0.04843517175058189,33.89470782800441,395.5137816979052,303.0,0.5920617420066152,0.8412348401323043,0.9145534729878722,0.996141124586549,1.616049263466457
weibo,3600,10-49,1814,1341,conditional_empirical,I0,available,25.949420066152136,0.04997045203969129,31.19018743109151,328.12293274531424,133.47023153252482,0.46306504961411243,0.75909592061742,0.8555678059536935,0.9228224917309813,1.386235885970606
weibo,3600,50+,919,617,hurdle,I0,available,390.9919054928836,0.07616510253279804,449.85527747551686,5955.462459194777,685.734494015234,0.5908596300326442,0.7899891186071817,0.9140369967355821,0.9379760609357998,3.78843374681068
weibo,3600,50+,919,617,hurdle,I1,available,392.52735703223533,0.04317404380372469,452.7997823721436,5939.310119695321,730.9096844396082,0.5821545157780196,0.809575625680087,0.8781284004352558,0.9194776931447225,3.4511046950976896
weibo,3600,50+,919,617,qrf,I0,available,316.77748930491197,0.059424595008117816,391.0068915487849,3515.9974610083423,1720.0961189698946,0.5306492564381574,0.8073993471164309,0.9067827348567283,0.9651795429815017,2.6459943823990355
weibo,3600,50+,919,617,qrf,I1,available,296.10276042345436,0.028571026257994254,362.2161770039898,3492.07363075807,1902.4036996735583,0.6093579978237215,0.8868335146898803,0.9521218715995647,0.9753355096118969,1.3623582118975117
weibo,3600,50+,919,617,ngboost,I0,available,351.22032615421386,0.07368765181070708,423.96300326441786,5007.971708378673,1997.2644178454843,0.6811751904243744,0.8650707290533188,0.8944504896626768,0.9379760609357998,2.762948194087192
weibo,3600,50+,919,617,ngboost,I1,available,349.49098246895477,0.06955697276196997,423.01414581066376,4829.634385201306,1497.0554951033732,0.6006528835690969,0.8454842219804135,0.9227421109902068,0.9521218715995647,2.511326650697422
weibo,3600,50+,919,617,nb2_glm,I0,available,383.04286456515274,0.07023772172658511,438.8400435255713,5858.722524483134,708.0587595212187,0.602829162132753,0.7834602829162133,0.9151251360174102,0.940152339499456,3.1810204701156564
weibo,3600,50+,919,617,nb2_glm,I1,available,383.9570454032382,0.07210228816620584,449.6844396082699,5593.756256800871,790.6441784548422,0.5321001088139282,0.7551686615886833,0.8520130576713819,0.9183895538628944,3.7180551747516914
weibo,3600,50+,919,617,poisson_glm,I0,available,449.6148627954645,0.07616974972796518,460.35582154515777,8644.710554951034,64.21001088139282,0.009793253536452665,0.03264417845484222,0.042437431991294884,0.056583242655059846,3.737159686830097
weibo,3600,50+,919,617,poisson_glm,I1,available,427.70821582720316,0.07616974972796518,437.71490750816105,8229.057671381937,60.896626768226334,0.028291621327529923,0.058759521218716,0.07834602829162132,0.08705114254624592,3.936514733445567
weibo,3600,50+,919,617,empirical_window,I0,available,436.394174138165,0.07217443102405996,480.132752992383,7143.5658324265505,303.0,0.11316648531011969,0.4657236126224157,0.675734494015234,0.8824809575625681,6.732875226296028
weibo,3600,50+,919,617,conditional_empirical,I0,available,314.3308953210009,0.06016626768226333,386.25027203482045,3614.429815016322,1224.7453754080523,0.499455930359086,0.7965179542981502,0.8650707290533188,0.9521218715995647,2.6340526770409043
seismic,300,0,103,103,hurdle,I0,available,53.19253209058382,7.24601554232565e-07,72.49514563106796,535.1067961165048,132.0,0.36893203883495146,0.7087378640776699,0.8252427184466019,0.912621359223301,1.1995207836583845
seismic,300,0,103,103,hurdle,I1,available,39.61530096565367,1.8712501558921023e-05,47.00970873786408,431.2330097087379,299.0,0.8737864077669902,0.941747572815534,0.9514563106796117,0.970873786407767,0.2829276373465331
seismic,300,0,103,103,qrf,I0,available,36.14483535161869,0.0,45.95145631067961,392.6990291262136,276.0,0.44660194174757284,0.8058252427184466,0.9029126213592233,1.0,0.2929852375074079
seismic,300,0,103,103,qrf,I1,available,36.085784003439514,5.912497608512969e-10,45.95145631067961,392.5533980582524,271.0,0.5048543689320388,0.8058252427184466,0.9029126213592233,1.0,0.2929852375074079
seismic,300,0,103,103,ngboost,I0,available,37.28495022953813,2.587762466023842e-25,48.12621359223301,413.45631067961165,202.0,0.5048543689320388,0.9223300970873787,0.9320388349514563,0.9514563106796117,0.2840373917382512
seismic,300,0,103,103,ngboost,I1,available,36.76436788710478,5.392752185410745e-21,46.29126213592233,421.252427184466,203.0,0.6893203883495146,0.912621359223301,0.9320388349514563,0.9514563106796117,0.2868384077837065
seismic,300,0,103,103,nb2_glm,I0,available,53.40523236109833,0.0003526021047699247,73.49514563106796,533.6116504854369,134.0,0.36893203883495146,0.7087378640776699,0.8252427184466019,0.912621359223301,1.2575838767233094
seismic,300,0,103,103,nb2_glm,I1,available,39.45738633111824,9.69486562233933e-06,46.45631067961165,432.05825242718447,294.0,0.8737864077669902,0.941747572815534,0.9514563106796117,0.970873786407767,0.2854230632865249
seismic,300,0,103,103,poisson_glm,I0,available,93.36503762143087,1.0695101994335904e-09,95.49514563106796,1800.9029126213593,11.0,0.0,0.0,0.0,0.0,4.634096704835859
seismic,300,0,103,103,poisson_glm,I1,available,42.90238802680592,1.426087401592418e-77,47.45631067961165,710.4174757281553,31.0,0.0970873786407767,0.21359223300970873,0.2621359223300971,0.2815533980582524,0.28262551590438995
seismic,300,0,103,103,empirical_window,I0,available,38.651808112460415,1.3611111111111101e-06,46.44660194174757,448.1747572815534,394.0,0.8252427184466019,0.941747572815534,0.970873786407767,1.0,0.33154984456142483
seismic,300,0,103,103,conditional_empirical,I0,available,36.23577669902906,0.0,45.87378640776699,392.0,252.0,0.5048543689320388,0.8640776699029126,0.9514563106796117,1.0,0.298785592844563
seismic,300,1-2,106,106,hurdle,I0,available,58.0562511444061,1.0174460594154704e-06,70.67924528301887,790.4622641509434,169.5188679245283,0.660377358490566,0.8679245283018868,0.9056603773584906,0.9245283018867925,0.7911660058549046
seismic,300,1-2,106,106,hurdle,I1,available,82.22565539856797,0.00011905134625309168,104.28301886792453,975.9150943396227,413.27358490566036,0.5943396226415094,0.8773584905660378,0.9339622641509434,0.9528301886792453,0.9245334405906479
seismic,300,1-2,106,106,qrf,I0,available,50.43313830366935,0.0,58.33018867924528,709.1603773584906,188.4056603773585,0.5880503144654088,0.7987421383647798,0.8899371069182389,0.9622641509433962,0.3844448497486129
seismic,300,1-2,106,106,qrf,I1,available,50.361808615527444,2.157273615521176e-08,58.886792452830186,724.4371069182391,225.75786163522014,0.4811320754716981,0.8490566037735849,0.9402515723270439,0.9716981132075472,0.38517991684552305
seismic,300,1-2,106,106,ngboost,I0,available,52.904044637524365,2.2331352064688537e-25,64.09433962264151,721.933962264151,198.3490566037736,0.44339622641509435,0.9150943396226415,0.9339622641509434,0.9433962264150944,0.38103550042043993
seismic,300,1-2,106,106,ngboost,I1,available,51.387130750791904,2.3131833774509427e-18,60.301886792452834,732.4811320754717,192.29245283018867,0.6037735849056604,0.9056603773584906,0.9339622641509434,0.9339622641509434,0.36882017821084356
seismic,300,1-2,106,106,nb2_glm,I0,available,58.23595613290944,0.00021042434979414023,71.27358490566037,789.688679245283,172.5188679245283,0.660377358490566,0.8773584905660378,0.9056603773584906,0.9245283018867925,0.8130992524069685
seismic,300,1-2,106,106,nb2_glm,I1,available,82.54657644407158,2.097878216628299e-05,104.69811320754717,975.433962264151,418.2641509433962,0.5754716981132075,0.8679245283018868,0.9433962264150944,0.9528301886792453,0.9353336105099811
seismic,300,1-2,106,106,poisson_glm,I0,available,91.4365424968146,2.0236796100021495e-15,94.27358490566037,1739.877358490566,14.40566037735849,0.0,0.0,0.0,0.0,2.4982981963115583
seismic,300,1-2,106,106,poisson_glm,I1,available,92.91053764116343,3.1976482675051935e-38,98.01886792452831,1696.9056603773586,32.0,0.0660377358490566,0.18867924528301888,0.24528301886792453,0.29245283018867924,0.9150025822971296
seismic,300,1-2,106,106,empirical_window,I0,available,52.53959021540967,1.3611111111111103e-06,58.424528301886795,777.7735849056604,394.0,0.8867924528301887,0.9433962264150944,0.9716981132075472,0.9811320754716981,0.3901837362462388
seismic,300,1-2,106,106,conditional_empirical,I0,available,50.350478301886724,0.0,58.264150943396224,709.8962264150944,182.3490566037736,0.5471698113207547,0.8018867924528302,0.8867924528301887,0.9622641509433962,0.3866420762612554
seismic,300,3-9,497,497,hurdle,I0,available,25.328290319162996,1.5584594816967162e-06,28.116700201207244,250.83299798792757,234.77665995975855,0.8752515090543259,0.9496981891348089,0.9798792756539235,0.993963782696177,0.23418981374322675
seismic,300,3-9,497,497,hurdle,I1,available,30.181308039848023,4.395036418066097e-06,37.690140845070424,285.89738430583503,244.08651911468812,0.7585513078470825,0.9255533199195171,0.9617706237424547,0.9758551307847082,0.3562996585993033
seismic,300,3-9,497,497,qrf,I0,available,20.611579759466487,0.0,26.86317907444668,209.66733735747817,180.29107981220656,0.5412474849094567,0.8383635144198524,0.9436619718309859,0.9758551307847082,0.19322273079566987
seismic,300,3-9,497,497,qrf,I1,available,20.887508095843405,1.6553294840497093e-07,26.692823608316562,206.8470824949698,181.48155600268277,0.664654594232059,0.8926894701542588,0.9691482226693494,0.9912810194500334,0.19755058150543395
seismic,300,3-9,497,497,ngboost,I0,available,23.477819139545456,1.5173919439272487e-25,32.32193158953722,204.30784708249496,168.8953722334004,0.46680080482897385,0.9436619718309859,0.971830985915493,0.9778672032193159,0.2132373662832185
seismic,300,3-9,497,497,ngboost,I1,available,22.194011870433425,6.524211938208928e-21,29.746478873239436,201.7887323943662,154.70623742454728,0.5533199195171026,0.9275653923541247,0.9537223340040242,0.9758551307847082,0.19477522591521937
seismic,300,3-9,497,497,nb2_glm,I0,available,25.47402558651887,0.00010959318459066303,28.134808853118713,252.75653923541248,237.46478873239437,0.8752515090543259,0.9496981891348089,0.9798792756539235,0.993963782696177,0.23500387645786514
seismic,300,3-9,497,497,nb2_glm,I1,available,30.587698239513365,3.1882831973888075e-05,38.185110663983906,289.8672032193159,248.17706237424548,0.7605633802816901,0.9235412474849095,0.9577464788732394,0.9798792756539235,0.3667432015581138
seismic,300,3-9,497,497,poisson_glm,I0,available,34.265767768832006,5.695998440790624e-25,37.34406438631791,588.2635814889336,20.77867203219316,0.16901408450704225,0.26156941649899396,0.31388329979879276,0.352112676056338,0.5471765508360401
seismic,300,3-9,497,497,poisson_glm,I1,available,32.7154619221098,1.4803930464873804e-23,36.416498993963785,535.9315895372233,26.27364185110664,0.16297786720321933,0.2937625754527163,0.36016096579476864,0.42052313883299797,0.34964813529483424
seismic,300,3-9,497,497,empirical_window,I0,available,26.36497695724432,1.3611111111111105e-06,28.59758551307847,394.0,394.0,0.8309859154929577,0.993963782696177,1.0,1.0,0.19078957926214682
seismic,300,3-9,497,497,conditional_empirical,I0,available,20.555794366197137,0.0,26.851106639839035,199.62575452716297,157.93561368209257,0.5171026156941649,0.8028169014084507,0.9356136820925554,0.9537223340040242,0.19436258142195917
seismic,300,10-49,2866,2866,hurdle,I0,available,35.251173892224465,0.0003502487634133631,44.1430565247732,358.1039776692254,347.00139567341245,0.7376133984647593,0.9734822051639916,0.9923237962316818,0.9972086531751571,0.5263017110175434
seismic,300,10-49,2866,2866,hurdle,I1,available,30.273906915186338,0.00028632477460323086,39.28855547801815,279.47697138869506,244.07571528262386,0.7138869504535938,0.9368457780879275,0.9699930216329379,0.9867411025819958,0.45001038196275445
seismic,300,10-49,2866,2866,qrf,I0,available,27.535350711871004,0.00034505179823412764,36.76145615259363,252.07304024191674,196.2228425215166,0.5605954873226331,0.8439171900441963,0.9425447778553151,0.9812747150500117,0.4144359356357743
seismic,300,10-49,2866,2866,qrf,I1,available,26.818060218411063,0.0003336381416578746,35.820888578739236,245.85926959758086,194.11002558734592,0.5535008141428239,0.8649685973482205,0.9452198185624564,0.9809257966969062,0.38551844769357263
seismic,300,10-49,2866,2866,ngboost,I0,available,28.12107558134834,0.0003484217728986388,38.12072575017446,246.5390788555478,165.7156315422191,0.5136078157711096,0.8579902302861131,0.9357990230286113,0.9668527564549896,0.41711681740923445
seismic,300,10-49,2866,2866,ngboost,I1,available,27.35920199758444,0.0003391357627209243,36.916957431960924,242.62491277041173,158.18667131891138,0.5397766922540126,0.8621772505233776,0.9277739009071877,0.9644103279832519,0.3876952635210234
seismic,300,10-49,2866,2866,nb2_glm,I0,available,35.331965938180154,0.00039497221055523964,44.0645498953245,360.986741102582,350.1353803210049,0.7435450104675506,0.9748778785764132,0.9923237962316818,0.9972086531751571,0.5251730606462047
seismic,300,10-49,2866,2866,nb2_glm,I1,available,30.452009043512867,0.00036600777327045804,39.366713189113746,282.41939986043263,248.28820655966504,0.7215631542219121,0.9382414515003489,0.971039776692254,0.9860432658757851,0.45171940881695233
seismic,300,10-49,2866,2866,poisson_glm,I0,available,47.30930899833231,0.0003489183531053733,52.37124912770412,782.3258897418004,32.66085136078158,0.07362177250523377,0.13154221912072575,0.1688764829030007,0.20341939986043267,0.684535140616706
seismic,300,10-49,2866,2866,poisson_glm,I1,available,39.548174735622446,0.0003489183531053733,44.031053733426376,646.9410327983252,29.72540125610607,0.0942079553384508,0.18771807397069085,0.2278436845778088,0.2648290300069784,0.5322297798145225
seismic,300,10-49,2866,2866,empirical_window,I0,available,32.36181971371335,0.0003494653213925721,39.198185624563855,407.02163293789255,394.0,0.5586182833217027,0.8879972086531751,0.9515003489183531,0.9811584089323099,0.4274763571082022
seismic,300,10-49,2866,2866,conditional_empirical,I0,available,27.72814473133281,0.0003412421493370551,36.95080251221214,249.6563154221912,187.81402651779484,0.5519888346127007,0.840195394277739,0.928122819260293,0.9731332868108863,0.42402998047174645
seismic,300,50+,1428,1428,hurdle,I0,available,130.26606688197214,0.007677544909622922,171.375350140056,1303.4488795518207,521.1239495798319,0.5518207282913166,0.8263305322128851,0.9033613445378151,0.9404761904761905,1.1303844418768774
seismic,300,50+,1428,1428,hurdle,I1,available,112.83350137155062,0.006143457816216942,152.2268907563025,966.8403361344538,587.484593837535,0.5567226890756303,0.8284313725490197,0.90406162464986,0.9404761904761905,0.9510229712386451
seismic,300,50+,1428,1428,qrf,I0,available,115.43011875531347,0.00762378758996563,157.86998132586368,933.7528011204482,650.8769841269841,0.49953314659197007,0.7563025210084033,0.865079365079365,0.9161998132586368,1.00725530202425
seismic,300,50+,1428,1428,qrf,I1,available,102.29831482123305,0.007199544992899044,137.9185340802988,871.9320728291317,651.8106909430439,0.5336134453781513,0.8011204481792717,0.9049953314659196,0.9507469654528479,0.8178679062900447
seismic,300,50+,1428,1428,ngboost,I0,available,112.63250021295254,0.007696441575848387,154.4656862745098,997.1596638655462,803.6862745098039,0.5441176470588235,0.8382352941176471,0.9264705882352942,0.9544817927170869,1.0407332891835241
seismic,300,50+,1428,1428,ngboost,I1,available,103.78355368086929,0.0074523517940569325,140.9922969187675,900.7212885154062,601.8837535014005,0.5049019607843137,0.7997198879551821,0.8879551820728291,0.9327731092436975,0.848520992991438
seismic,300,50+,1428,1428,nb2_glm,I0,available,130.24537885455914,0.007645564260907871,171.3515406162465,1302.7780112044818,524.2205882352941,0.553921568627451,0.8291316526610645,0.9047619047619048,0.9411764705882353,1.1299654942831385
seismic,300,50+,1428,1428,nb2_glm,I1,available,113.52536561476117,0.007658775941874297,152.875350140056,979.2261904761905,585.5847338935574,0.5581232492997199,0.8207282913165266,0.8949579831932774,0.9341736694677871,0.9642874287974794
seismic,300,50+,1428,1428,poisson_glm,I0,available,156.8960001151413,0.007703081232492998,165.34733893557424,2866.340336134454,52.0406162464986,0.03851540616246499,0.0819327731092437,0.1057422969187675,0.12044817927170869,1.2219747392257863
seismic,300,50+,1428,1428,poisson_glm,I1,available,150.8665052238521,0.007703081232492998,158.5735294117647,2768.4586834733896,48.234593837535016,0.05742296918767507,0.10434173669467788,0.12955182072829133,0.15266106442577032,1.048497782070014
seismic,300,50+,1428,1428,empirical_window,I0,available,156.9174757966862,0.0076864684873949604,201.15266106442576,1648.8179271708684,394.0,0.31862745098039214,0.6407563025210085,0.7983193277310925,0.8907563025210085,1.8056461131446586
seismic,300,50+,1428,1428,conditional_empirical,I0,available,114.54565546218467,0.007602170868347339,154.44467787114846,1023.4012605042017,557.9250700280112,0.5119047619047619,0.7633053221288515,0.8711484593837535,0.938375350140056,0.9922904203190203
seismic,900,0,53,53,hurdle,I0,available,64.92926621415783,4.470695140823091e-06,84.77358490566037,686.9622641509434,93.0,0.0,0.3584905660377358,0.6037735849056604,0.7169811320754716,2.101350582154123
seismic,900,0,53,53,hurdle,I1,available,36.8979774295261,5.284588570773084e-06,45.113207547169814,355.75471698113205,275.0,0.8301886792452831,0.9245283018867925,0.9622641509433962,0.9811320754716981,0.28475408640907635
seismic,900,0,53,53,qrf,I0,available,34.90111143867932,0.0,45.113207547169814,326.188679245283,276.0,0.49056603773584906,0.7735849056603774,0.9056603773584906,1.0,0.28475408640907635
seismic,900,0,53,53,qrf,I1,available,34.673071763250356,5.912497608512967e-10,45.113207547169814,321.6918238993712,257.66666666666663,0.49056603773584906,0.7735849056603774,0.9056603773584906,1.0,0.28475408640907635
seismic,900,0,53,53,ngboost,I0,available,34.505847429087865,9.58563828679183e-25,45.41509433962264,343.4339622641509,194.0,0.5660377358490566,0.8867924528301887,0.9245283018867925,0.9433962264150944,0.26478163109440256
seismic,900,0,53,53,ngboost,I1,available,34.77083858740047,4.817480331852768e-21,45.0377358490566,348.4339622641509,199.0,0.660377358490566,0.8867924528301887,0.9245283018867925,0.9433962264150944,0.27783596354726287
seismic,900,0,53,53,nb2_glm,I0,available,65.3317712734047,0.0007287733240081079,85.77358490566037,687.9622641509434,94.0,0.0,0.3584905660377358,0.6037735849056604,0.7169811320754716,2.218617963777765
seismic,900,0,53,53,nb2_glm,I1,available,37.030302762961185,1.1772809778026054e-05,45.339622641509436,355.77358490566036,272.0,0.8113207547169812,0.9245283018867925,0.9433962264150944,0.9811320754716981,0.293113524327491
seismic,900,0,53,53,poisson_glm,I0,available,99.9120814803181,2.5308918495227737e-06,101.77358490566037,1943.4716981132076,8.0,0.0,0.0,0.0,0.0,6.962097822129621
seismic,900,0,53,53,poisson_glm,I1,available,41.177836023885945,1.913156413327762e-69,45.113207547169814,693.1509433962265,29.0,0.20754716981132076,0.2641509433962264,0.2830188679245283,0.33962264150943394,0.28475408640907635
seismic,900,0,53,53,empirical_window,I0,available,40.05637825891024,2.8444444444444417e-05,53.943396226415096,384.20754716981133,351.0,0.6792452830188679,0.9245283018867925,0.9811320754716981,1.0,0.5207078647417845
