source,window_s,prefix_bin,roots,resampling_units,family,info,status,crps,zero_brier,median_abs_error,interval_score90,width90,coverage50,coverage80,coverage90,coverage95,msle_saved_median
seismic,900,0,53,53,conditional_empirical,I0,available,34.659984905660295,0.0,45.0377358490566,326.188679245283,276.0,0.4716981132075472,0.7924528301886793,0.9056603773584906,1.0,0.27783596354726287
seismic,900,1-2,49,49,hurdle,I0,available,53.25963773527119,6.297649491170597e-06,70.6938775510204,624.4897959183673,120.0,0.3469387755102041,0.7755102040816326,0.8367346938775511,0.8979591836734694,1.2675042215692278
seismic,900,1-2,49,49,hurdle,I1,available,58.348660157032825,0.00014450342692421192,80.0,534.4489795918367,367.1020408163265,0.6530612244897959,0.8367346938775511,0.9591836734693877,0.9795918367346939,0.7816492359827631
seismic,900,1-2,49,49,qrf,I0,available,40.560428945869745,0.0,50.95918367346939,454.16326530612247,268.85714285714283,0.46938775510204084,0.7959183673469388,0.9387755102040817,1.0,0.3247410615141093
seismic,900,1-2,49,49,qrf,I1,available,37.56452781304129,4.487629848304861e-07,47.77551020408163,355.79591836734687,237.97278911564624,0.5374149659863945,0.891156462585034,0.9659863945578232,0.9795918367346939,0.29905422421269895
seismic,900,1-2,49,49,ngboost,I0,available,40.04816884166428,8.856251632210069e-25,50.42857142857143,499.48979591836735,189.28571428571428,0.5306122448979592,0.9183673469387755,0.9387755102040817,0.9387755102040817,0.3169321919727059
seismic,900,1-2,49,49,ngboost,I1,available,38.60199314993438,5.712153988928162e-19,48.38775510204081,460.55102040816325,188.71428571428572,0.6122448979591837,0.9183673469387755,0.9387755102040817,0.9387755102040817,0.3045238296817066
seismic,900,1-2,49,49,nb2_glm,I0,available,53.585056609854234,0.00043437878404311106,71.12244897959184,625.1020408163265,121.42857142857143,0.3469387755102041,0.7755102040816326,0.8367346938775511,0.8979591836734694,1.288101730415571
seismic,900,1-2,49,49,nb2_glm,I1,available,58.35141365609546,2.9844471692139352e-05,80.28571428571429,527.9591836734694,366.3265306122449,0.6122448979591837,0.8367346938775511,0.9591836734693877,0.9795918367346939,0.79032543681404
seismic,900,1-2,49,49,poisson_glm,I0,available,86.65435262727442,5.383997145120428e-10,88.6938775510204,1665.3061224489795,11.428571428571429,0.0,0.0,0.0,0.0,3.8246459480298904
seismic,900,1-2,49,49,poisson_glm,I1,available,71.59119376064002,5.176954062531055e-34,76.26530612244898,1278.8979591836735,28.693877551020407,0.04081632653061224,0.08163265306122448,0.14285714285714285,0.1836734693877551,0.7729211984754368
seismic,900,1-2,49,49,empirical_window,I0,available,41.34589257029519,2.8444444444444413e-05,47.244897959183675,495.48979591836735,351.0,0.8367346938775511,0.9387755102040817,0.9591836734693877,0.9591836734693877,0.4485292174371504
seismic,900,1-2,49,49,conditional_empirical,I0,available,39.66891836734687,0.0,48.857142857142854,472.16326530612247,252.57142857142858,0.5102040816326531,0.8367346938775511,0.9387755102040817,0.9591836734693877,0.3185882046232917
seismic,900,3-9,171,171,hurdle,I0,available,31.899589062897295,9.739272492642243e-06,41.654970760233915,317.55555555555554,167.26315789473685,0.7368421052631579,0.8830409356725146,0.935672514619883,0.9415204678362573,0.5319845574006848
seismic,900,3-9,171,171,hurdle,I1,available,35.17221521658826,0.00027979609903787227,45.514619883040936,350.7894736842105,195.58479532163742,0.6608187134502924,0.8654970760233918,0.9181286549707602,0.9473684210526315,0.5420051885220042
seismic,900,3-9,171,171,qrf,I0,available,25.94423223983539,0.0,32.354775828460035,246.3840155945419,159.7953216374269,0.5224171539961013,0.7641325536062378,0.8966861598440544,0.9649122807017544,0.2400750868256774
seismic,900,3-9,171,171,qrf,I1,available,26.079685648525906,2.3713533741918942e-07,32.88304093567251,276.280701754386,187.3918128654971,0.621832358674464,0.8538011695906432,0.9512670565302145,0.9766081871345029,0.25768321050526993
seismic,900,3-9,171,171,ngboost,I0,available,26.487962800153745,1.6275102700965597e-24,33.80701754385965,270.5263157894737,152.046783625731,0.5847953216374269,0.8947368421052632,0.9298245614035088,0.9532163742690059,0.23172115199839327
seismic,900,3-9,171,171,ngboost,I1,available,26.723380426856878,5.4836822006090095e-17,33.98245614035088,282.57894736842104,149.36257309941521,0.5906432748538012,0.8888888888888888,0.9181286549707602,0.9473684210526315,0.23961747952081833
seismic,900,3-9,171,171,nb2_glm,I0,available,32.108861235843875,0.00022367068753341142,42.280701754385966,318.187134502924,168.36257309941521,0.7368421052631579,0.8830409356725146,0.935672514619883,0.9415204678362573,0.5519483668174464
seismic,900,3-9,171,171,nb2_glm,I1,available,35.56315571153993,5.809484739248418e-05,46.15204678362573,357.42105263157896,197.53801169590642,0.6432748538011696,0.8654970760233918,0.9239766081871345,0.935672514619883,0.5594437169707185
seismic,900,3-9,171,171,poisson_glm,I0,available,54.12957000536071,2.7692864495237385e-16,57.28654970760234,986.2514619883041,16.19298245614035,0.0,0.0,0.023391812865497075,0.03508771929824561,1.3356917160484756
seismic,900,3-9,171,171,poisson_glm,I1,available,42.822950150501285,8.499069693232111e-20,46.292397660818715,744.7251461988304,23.204678362573098,0.1111111111111111,0.2222222222222222,0.26900584795321636,0.32748538011695905,0.591857319730322
seismic,900,3-9,171,171,empirical_window,I0,available,29.259864006823005,2.8444444444444417e-05,33.01754385964912,376.6140350877193,351.0,0.847953216374269,0.9532163742690059,0.9941520467836257,0.9941520467836257,0.29465613242403804
seismic,900,3-9,171,171,conditional_empirical,I0,available,25.680715204678297,0.0,32.43859649122807,253.88888888888889,165.0,0.5321637426900585,0.8245614035087719,0.935672514619883,0.9824561403508771,0.23902444623186983
seismic,900,10-49,2433,2433,hurdle,I0,available,26.725208108492158,0.001238917592346546,33.534319769831484,264.3136046033703,255.96177558569667,0.6921496095355528,0.9547883271681052,0.988491574188245,0.9958898479243732,0.6419588825464391
seismic,900,10-49,2433,2433,hurdle,I1,available,22.699398438038667,0.0009754639821014593,29.17221537196876,215.41060419235512,181.32100287710645,0.6863953966296753,0.9284833538840938,0.9646526921496096,0.9810933004521167,0.5116329447312068
seismic,900,10-49,2433,2433,qrf,I0,available,19.192050021014353,0.0012066134825615806,25.203315522674338,188.09932867516096,149.33785450061652,0.5571996163858062,0.8616248801205644,0.9561583778599807,0.9820523359364297,0.42083005157620884
seismic,900,10-49,2433,2433,qrf,I1,available,18.924319480304852,0.0009395839048508141,24.577476366625564,194.46513220989178,156.64625291135772,0.5695300726126866,0.8872448280586381,0.957665433621044,0.9836963967666802,0.37503282169378976
seismic,900,10-49,2433,2433,ngboost,I0,available,19.786114633571692,0.001226462589203754,26.36210439786272,186.78010686395396,134.24414303329223,0.5561035758323057,0.8997122893547062,0.9519112207151664,0.9749280723386765,0.4160157966042335
seismic,900,10-49,2433,2433,ngboost,I1,available,19.59548763096788,0.0010731617852566405,25.962186600904232,186.9153308672421,132.8668310727497,0.5577476366625566,0.8890258939580764,0.9510891903000411,0.9732840115084258,0.3872650077158375
seismic,900,10-49,2433,2433,nb2_glm,I0,available,26.705093992859695,0.001307211686125873,33.32963419646527,265.6465269214961,257.48376489930126,0.7016029593094945,0.9572544184134812,0.9889025893958077,0.9958898479243732,0.6373152556004961
seismic,900,10-49,2433,2433,nb2_glm,I1,available,22.830091133266876,0.0012634430588598128,29.210439786272094,217.67817509247843,184.64899301274147,0.6942046855733662,0.9301274147143445,0.9638306617344842,0.980682285244554,0.5189670105079051
seismic,900,10-49,2433,2433,poisson_glm,I0,available,35.0634792553912,0.0012330456226880395,39.128647759967116,569.3645704891081,27.235511713933416,0.1019317714755446,0.17139334155363747,0.21043978627209206,0.24702013974517056,0.8078903898987043
seismic,900,10-49,2433,2433,poisson_glm,I1,available,30.67511732117124,0.0012330456226883318,34.54870530209618,489.3210028771065,25.786272092067406,0.10028771064529388,0.1833127825729552,0.24126592683929304,0.279901356350185,0.6537757729329179
seismic,900,10-49,2433,2433,empirical_window,I0,available,25.448787733457028,0.0012483375804904786,29.25277435265105,354.9293053842992,351.0,0.594327990135635,0.9087546239210851,0.9708179202630497,0.9946568023016852,0.5113086473758126
seismic,900,10-49,2433,2433,conditional_empirical,I0,available,19.396142704480027,0.0011922729140978214,25.372379778051787,189.6687217427045,140.97163995067817,0.5565145910398684,0.8438142211261817,0.9325935059597205,0.9782161939991779,0.43320498555487036
seismic,900,50+,2294,2294,hurdle,I0,available,82.48489059735913,0.012112740201810345,107.69398430688753,833.3509154315606,375.01612903225805,0.5649520488230165,0.8430688753269399,0.9167393199651264,0.9507410636442895,1.2122457327408447
seismic,900,50+,2294,2294,hurdle,I1,available,69.47281790200495,0.00709093047974461,93.22755013077594,614.0488230165649,347.231037489102,0.5884917175239756,0.8465562336530078,0.9228421970357454,0.9594594594594594,0.8559434486505062
seismic,900,50+,2294,2294,qrf,I0,available,70.60608046030933,0.012059615148442898,96.58456843940715,629.9335948852078,458.9048241790177,0.530804998546934,0.8067422260970647,0.8988666085440279,0.9459459459459459,1.0161646614766315
seismic,900,50+,2294,2294,qrf,I1,available,59.765529867333555,0.009461885934076474,79.23641383318802,540.8262133100843,409.56785818076145,0.5745422842197035,0.8586166811973264,0.9383900029061321,0.97384481255449,0.701286162996341
seismic,900,50+,2294,2294,ngboost,I0,available,68.28952810835594,0.012175535470256139,93.07890148212729,611.8343504795117,487.5187445510026,0.56974716652136,0.8513513513513513,0.9267654751525719,0.9572798605056669,0.9887726082627273
seismic,900,50+,2294,2294,ngboost,I1,available,60.21724742843851,0.010181938648903677,80.56190061028771,567.129904097646,351.2275501307759,0.5610287707061901,0.8452484742807324,0.918918918918919,0.9594594594594594,0.6794576225364283
seismic,900,50+,2294,2294,nb2_glm,I0,available,82.4674240889031,0.012074978903386692,107.66259808195292,833.5675675675676,376.03487358326066,0.5684394071490846,0.8456843940714909,0.9180470793374019,0.9520488230165649,1.2111857443142704
seismic,900,50+,2294,2294,nb2_glm,I1,available,70.51358919465314,0.012124042052277765,94.58456843940715,624.8570183086313,346.34786399302527,0.5815170008718396,0.8334786399302528,0.9088927637314734,0.9463818657367045,0.994360681928999
seismic,900,50+,2294,2294,poisson_glm,I0,available,102.61055678636413,0.012205754141238012,109.41368788142982,1832.2240627724498,42.31124673060157,0.044463818657367045,0.07977332170880558,0.1006974716652136,0.12249346120313863,1.4377236843597192
seismic,900,50+,2294,2294,poisson_glm,I1,available,87.0387112943629,0.012211737963380216,93.09895379250219,1545.0091543156059,38.17393199651264,0.05884917175239756,0.10985178727114212,0.13818657367044465,0.16608544027898867,1.112740486082899
seismic,900,50+,2294,2294,empirical_window,I0,available,94.5612217253225,0.012104003874842588,120.94812554489974,1004.4001743679163,351.0,0.4097646033129904,0.7327811682650393,0.8622493461203139,0.9293809938971229,1.574748784387689
seismic,900,50+,2294,2294,conditional_empirical,I0,available,70.30193073234511,0.012040758500435919,94.4568439407149,621.220139494333,391.4293809938971,0.5340017436791631,0.8156059285091544,0.9128160418482999,0.9551002615518744,1.000048343104322
seismic,3600,0,26,26,hurdle,I0,available,84.58098280507531,4.4159671049504506e-05,99.61538461538461,1171.3076923076924,59.0,0.0,0.0,0.3076923076923077,0.4230769230769231,3.480487453523842
seismic,3600,0,26,26,hurdle,I1,available,44.68810728173527,1.0689799126939553e-06,54.76923076923077,455.2307692307692,246.0,0.8076923076923077,0.8846153846153846,0.9230769230769231,0.9230769230769231,0.4059766821160152
seismic,3600,0,26,26,qrf,I0,available,43.81554618169837,0.0,55.92307692307692,487.0,487.0,0.46153846153846156,0.7307692307692307,1.0,1.0,0.450025435432899
seismic,3600,0,26,26,qrf,I1,available,42.926246066791954,0.0,53.84615384615385,413.43589743589746,209.33333333333331,0.46153846153846156,0.7435897435897435,0.8461538461538461,1.0,0.3742264590614075
seismic,3600,0,26,26,ngboost,I0,available,43.258321583470476,1.1152979292956703e-14,54.30769230769231,443.2307692307692,234.0,0.8076923076923077,0.8846153846153846,0.9230769230769231,0.9230769230769231,0.39193084390826805
seismic,3600,0,26,26,ngboost,I1,available,43.47836926690916,3.9342909395732856e-20,54.30769230769231,490.0,180.0,0.6538461538461539,0.8461538461538461,0.8846153846153846,0.9230769230769231,0.39193084390826805
seismic,3600,0,26,26,nb2_glm,I0,available,85.1753844806494,0.0017997223009482688,100.61538461538461,1172.3076923076924,60.0,0.0,0.0,0.3076923076923077,0.4230769230769231,3.7136479188565654
seismic,3600,0,26,26,nb2_glm,I1,available,44.858156675533216,1.5037930077161936e-05,55.0,456.2307692307692,247.0,0.8076923076923077,0.8846153846153846,0.9230769230769231,0.9230769230769231,0.4137254271832345
seismic,3600,0,26,26,poisson_glm,I0,available,110.01843523482725,0.0008205410085623717,111.61538461538461,2158.3076923076924,6.0,0.0,0.0,0.0,0.0,10.321141942325779
seismic,3600,0,26,26,poisson_glm,I1,available,51.28206774927527,2.1011805861589581e-60,55.23076923076923,895.6923076923077,28.0,0.11538461538461539,0.3076923076923077,0.4230769230769231,0.5,0.4219836807952019
seismic,3600,0,26,26,empirical_window,I0,available,55.26041818589773,0.0002250000000000005,79.61538461538461,447.3076923076923,275.0,0.46153846153846156,0.8461538461538461,0.9230769230769231,0.9615384615384616,1.2607568987599498
seismic,3600,0,26,26,conditional_empirical,I0,available,42.32259230769225,0.0,53.61538461538461,447.38461538461536,172.0,0.5,0.7692307692307693,0.8846153846153846,1.0,0.3601786276007547
seismic,3600,1-2,20,20,hurdle,I0,available,48.63143506929563,6.18158113614767e-05,66.1,411.0,77.0,0.0,0.35,0.5,0.7,2.1057808124183346
seismic,3600,1-2,20,20,hurdle,I1,available,39.21629666199175,0.00012893408238046192,57.05,306.5,292.5,0.55,0.9,0.95,1.0,0.5788554542470865
seismic,3600,1-2,20,20,qrf,I0,available,19.6190457525204,0.0,28.5,180.2,180.2,0.45,0.85,1.0,1.0,0.14568895341515747
seismic,3600,1-2,20,20,qrf,I1,available,20.634067883745196,2.2838697518861668e-08,26.15,235.75,235.75,0.5666666666666667,0.9,1.0,1.0,0.135776768235161
seismic,3600,1-2,20,20,ngboost,I0,available,20.55892266866707,2.546891108744066e-14,25.2,219.6,219.6,0.75,1.0,1.0,1.0,0.14144643744118354
seismic,3600,1-2,20,20,ngboost,I1,available,19.444481011906024,4.545268879769283e-18,25.7,183.6,183.6,0.7,1.0,1.0,1.0,0.13326427652016276
seismic,3600,1-2,20,20,nb2_glm,I0,available,49.13077267341295,0.0010886353202223301,66.1,413.6,77.6,0.0,0.35,0.5,0.7,2.1057808124183346
seismic,3600,1-2,20,20,nb2_glm,I1,available,41.24934111127363,4.1590645865362846e-05,60.1,321.3,298.3,0.5,0.9,0.95,1.0,0.6442306486736837
seismic,3600,1-2,20,20,poisson_glm,I0,available,77.0134720578323,6.4330215517196875e-06,78.5,1490.4,8.4,0.0,0.0,0.0,0.0,5.837040419969575
seismic,3600,1-2,20,20,poisson_glm,I1,available,48.99185587211226,2.708667579164392e-29,53.45,837.25,26.25,0.05,0.05,0.05,0.1,0.6849086649083872
seismic,3600,1-2,20,20,empirical_window,I0,available,31.134820750000294,0.0002250000000000005,49.9,275.0,275.0,0.65,1.0,1.0,1.0,0.7745495958514048
seismic,3600,1-2,20,20,conditional_empirical,I0,available,20.47381999999991,0.0,25.9,203.2,203.2,0.6,0.9,1.0,1.0,0.1360960659854433
seismic,3600,3-9,51,51,hurdle,I0,available,37.35219620877357,9.292148026766535e-05,53.470588235294116,299.2352941176471,105.11764705882354,0.29411764705882354,0.6666666666666666,0.803921568627451,0.8823529411764706,1.208757239324752
seismic,3600,3-9,51,51,hurdle,I1,available,29.29441176460327,0.00038751248747979683,40.84313725490196,223.47058823529412,171.7058823529412,0.5686274509803921,0.8627450980392157,0.9019607843137255,0.9607843137254902,0.5361696894130329
seismic,3600,3-9,51,51,qrf,I0,available,24.13045226428821,0.0,28.83006535947712,300.3529411764706,297.0849673202614,0.5686274509803921,0.7777777777777777,0.8562091503267973,0.9803921568627451,0.1838587908381599
seismic,3600,3-9,51,51,qrf,I1,available,22.006095059468272,4.63379869308466e-09,28.9281045751634,216.84967320261444,216.19607843137254,0.5947712418300654,0.8823529411764706,0.9803921568627451,1.0,0.18955442968852979
seismic,3600,3-9,51,51,ngboost,I0,available,23.29768361816159,8.90328064905939e-14,30.352941176470587,197.72549019607843,162.0392156862745,0.7450980392156863,0.9019607843137255,0.9411764705882353,0.9803921568627451,0.26589931121818206
seismic,3600,3-9,51,51,ngboost,I1,available,22.04305863531796,5.1764362772007263e-17,29.254901960784313,194.90196078431373,147.05882352941177,0.6862745098039216,0.9019607843137255,0.9019607843137255,0.9607843137254902,0.2173887159725288
seismic,3600,3-9,51,51,nb2_glm,I0,available,37.68619169014433,0.000592342690358596,53.94117647058823,299.70588235294116,105.58823529411765,0.27450980392156865,0.6666666666666666,0.803921568627451,0.8823529411764706,1.2451544311169622
seismic,3600,3-9,51,51,nb2_glm,I1,available,29.639317049083864,9.601839747963876e-05,41.94117647058823,221.1764705882353,170.58823529411765,0.5294117647058824,0.8627450980392157,0.9019607843137255,0.9607843137254902,0.5731234211401538
seismic,3600,3-9,51,51,poisson_glm,I0,available,63.79641853602847,1.9076496198688936e-09,66.01960784313725,1204.1960784313726,11.647058823529411,0.0,0.0,0.0,0.0,2.9849795162277664
seismic,3600,3-9,51,51,poisson_glm,I1,available,39.578976762004416,1.2701197181759078e-16,42.88235294117647,688.156862745098,21.098039215686274,0.09803921568627451,0.23529411764705882,0.27450980392156865,0.27450980392156865,0.6535496984790615
seismic,3600,3-9,51,51,empirical_window,I0,available,29.82822663235323,0.00022500000000000056,44.254901960784316,275.0,275.0,0.6470588235294118,0.9607843137254902,1.0,1.0,0.6712699011897657
seismic,3600,3-9,51,51,conditional_empirical,I0,available,22.7954392156862,0.0,27.607843137254903,240.1764705882353,238.2156862745098,0.5490196078431373,0.7647058823529411,0.9019607843137255,0.9411764705882353,0.17544294262756907
seismic,3600,10-49,1585,1585,hurdle,I0,available,20.956705892829966,0.003242634283433178,27.022082018927446,204.63217665615142,172.405047318612,0.6208201892744479,0.9198738170347003,0.9697160883280758,0.9848580441640379,0.9196422266190407
seismic,3600,10-49,1585,1585,hurdle,I1,available,19.67237805053684,0.0020390954565797648,26.0006309148265,188.37476340694008,137.93943217665614,0.5659305993690852,0.8933753943217666,0.9488958990536278,0.9665615141955836,0.8019113985862546
seismic,3600,10-49,1585,1585,qrf,I0,available,14.121662492801445,0.0030270996057677932,17.95878023133544,158.7385909568875,108.29484752891693,0.5570977917981073,0.8689800210304942,0.9518401682439537,0.9793901156677182,0.46195884759076317
seismic,3600,10-49,1585,1585,qrf,I1,available,14.291838158627577,0.0021415729964876945,18.06035751840168,162.34616193480548,120.70998948475288,0.6014721345951629,0.8967402733964249,0.9522607781282859,0.974553101997897,0.4398629457791358
seismic,3600,10-49,1585,1585,ngboost,I0,available,14.87365861409147,0.0030914139954788624,18.47507886435331,169.1217665615142,99.7211356466877,0.682018927444795,0.9123028391167193,0.9476340694006309,0.967192429022082,0.4933376872318264
seismic,3600,10-49,1585,1585,ngboost,I1,available,15.066620927674148,0.0027131424993796834,19.237854889589904,164.48832807570977,92.8794952681388,0.604416403785489,0.8813880126182966,0.9394321766561514,0.9608832807570978,0.4847034369855588
seismic,3600,10-49,1585,1585,nb2_glm,I0,available,20.947540042730836,0.0032871792655170197,27.04794952681388,204.81451104100947,172.61261829652997,0.6264984227129338,0.9198738170347003,0.9697160883280758,0.9848580441640379,0.9215759885152796
seismic,3600,10-49,1585,1585,nb2_glm,I1,available,19.795848375837142,0.0032186057159112455,26.085173501577287,190.1242902208202,140.19369085173503,0.5703470031545741,0.897160883280757,0.9476340694006309,0.9684542586750788,0.826944742691274
seismic,3600,10-49,1585,1585,poisson_glm,I0,available,26.271122084774543,0.0031545741324921143,29.485173501577286,420.69085173501577,21.258675078864353,0.0832807570977918,0.16466876971608832,0.20378548895899054,0.2473186119873817,1.0621767221749576
seismic,3600,10-49,1585,1585,poisson_glm,I1,available,28.156861575598008,0.003154574133409935,31.562776025236595,453.5981072555205,22.21640378548896,0.07886435331230283,0.15141955835962145,0.1886435331230284,0.22586750788643534,1.0433410806234635
seismic,3600,10-49,1585,1585,empirical_window,I0,available,20.030706869874088,0.003284936908517351,22.545741324921135,282.98738170347,275.0,0.6574132492113565,0.938801261829653,0.9804416403785489,0.9924290220820189,0.708814742414618
seismic,3600,10-49,1585,1585,conditional_empirical,I0,available,14.148910662460546,0.002970851735015773,17.929968454258674,154.85741324921136,97.26750788643533,0.5741324921135647,0.8643533123028391,0.9482649842271293,0.979179810725552,0.464707725578917
seismic,3600,50+,3318,3318,hurdle,I0,available,49.79702700861852,0.021600616342899302,64.8372513562387,507.74141048824595,245.63170584689573,0.5201928872814949,0.824291742013261,0.9116937914406269,0.9517781796262809,1.5499230480350472
seismic,3600,50+,3318,3318,hurdle,I1,available,42.071948362575114,0.013602433948329147,55.532851115129596,404.69770946353225,223.31133212778784,0.5440024110910187,0.8357444243520193,0.9225437010247137,0.9514767932489452,1.110716119658617
seismic,3600,50+,3318,3318,qrf,I0,available,41.58658650001631,0.021501123228699907,55.896021699819165,384.30942334739797,291.94856339160134,0.5479204339963833,0.8164556962025317,0.9150090415913201,0.959915611814346,1.085474594113144
seismic,3600,50+,3318,3318,qrf,I1,available,38.24854669021562,0.0151424939934829,49.491963029937715,378.89883463934103,279.9536869600161,0.5603777375929274,0.8473980309423348,0.9283705043198713,0.9686558167570826,0.7653467487573382
seismic,3600,50+,3318,3318,ngboost,I0,available,40.94974370841694,0.021721249229673854,54.302893309222426,378.998191681736,279.6913803496082,0.5889089813140446,0.836045810729355,0.9107896323086196,0.945750452079566,1.0744177964152735
seismic,3600,50+,3318,3318,ngboost,I1,available,37.395454867047945,0.017189777412730617,48.833936106088004,368.24502712477397,228.8236889692586,0.5527426160337553,0.8297166968053044,0.9083785412899337,0.9493670886075949,0.7718816156770645
seismic,3600,50+,3318,3318,nb2_glm,I0,available,49.72008955402004,0.021609739758608852,64.70705244122966,507.3975286317058,245.20343580470163,0.5183845690174804,0.824291742013261,0.9101868595539482,0.946955997588909,1.5468251446187136
seismic,3600,50+,3318,3318,nb2_glm,I1,available,43.045567293306796,0.02175248097614111,56.85985533453888,413.17510548523205,223.68746232670284,0.5346594333936107,0.823086196503918,0.9005424954792043,0.9324894514767933,1.3073708380515912
seismic,3600,50+,3318,3318,poisson_glm,I0,available,63.76158226010055,0.022001205545509342,68.89481615430982,1109.4388185654009,32.19349005424955,0.04219409282700422,0.08047016274864376,0.09885473176612417,0.1220614828209765,1.8516519010286538
seismic,3600,50+,3318,3318,poisson_glm,I1,available,57.61624520789016,0.022004083616014778,62.43399638336347,995.9249547920434,30.74713682941531,0.056660638939119955,0.09945750452079566,0.12869198312236288,0.14978902953586498,1.6274043242039515
seismic,3600,50+,3318,3318,empirical_window,I0,available,54.417018037522894,0.021566169379144066,68.66877637130801,602.3417721518987,275.0,0.46986136226642555,0.7938517179023508,0.8966244725738397,0.9409282700421941,1.663897635365137
seismic,3600,50+,3318,3318,conditional_empirical,I0,available,41.30363987341765,0.021507052441229656,54.211271850512354,406.8354430379747,246.90174804098854,0.5509342977697408,0.8273056057866185,0.9204339963833634,0.961121157323689,1.0766791412014058
